app_text_sec,Sec
appaddtocart_d0be3f6fa5d819a2a4b8cbf33ed465fe,Данные о продукте отсутствуют
appaddtocart_dfbe69c6d9568ecb0e65e7b32ed92a3a,Товар не найден
appaddtocart_b771481cd2413f3944a8dd1a7336a7a6,Invalid сообщение
appaddtocart_884d700eec6bda171ce20acc5195fb3d,Добавить минимальное количество продукта
appaddtocart_92a8d89d9ecdd91b4cc4566666b16a60,Невозможно добавить товар в корзину
appaddtocart_d09302c4932f23969957f06289bfddb3,Продукт успешно добавлен
appaddtowishlist_64d3e466dc798bae867ca9044b65822e,Невозможно загрузить продукт
appaddtowishlist_ac588dbf1ea617c2628b10c2406e0ed0,Добавить в корзину Модуль либо неактивен или не установлен.
appaddtowishlist_b65db11517e70558e870ea4bc6dfbf0e,Клиент с этой электронной почты не существует.
appaddtowishlist_0e042db7a9a38d0d1c833dd4c141d77d,Адрес электронной почты отсутствует или недействителен.
appaddtowishlist_6cba49b790757be59e258de6d28fa078,Товар добавлен в список желаний
appapplydelayshipping_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appapplydelayshipping_694e8d1f2ee056f98ee488bdc4982d73,Количество
appapplydelayshipping_6665e3761028c84e1d228de3432229ed,SKU
appapplydelayshipping_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appapplydelayshipping_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appapplydelayshipping_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appapplydelayshipping_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appapplydelayshipping_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appapplydelayshipping_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appapplydelayshipping_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appapplydelayshipping_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appapplydelayshipping_824a96e60e7720c695e8c6f7abd856f4,Минимальная покупка всего% 1s требуется для подтверждения заказа, текущее общее количество составляет% 2s
appapplydelayshipping_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appapplyvoucher_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appapplyvoucher_694e8d1f2ee056f98ee488bdc4982d73,Количество
appapplyvoucher_6665e3761028c84e1d228de3432229ed,SKU
appapplyvoucher_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appapplyvoucher_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appapplyvoucher_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appapplyvoucher_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appapplyvoucher_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appapplyvoucher_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appapplyvoucher_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appapplyvoucher_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appapplyvoucher_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appapplyvoucher_e15b9d349af7453e81350c8ffd2a7615,Вы должны ввести код ваучера
appapplyvoucher_f49f486fa8a77bcf2d4506587422ed4f,Код ваучера является недействительным
appapplyvoucher_a866f5cd5e6f4bc4e3ccb09293101e4e,Ваучер успешно применяется в корзину
appapplyvoucher_e062b646b60fd5fffc3c21afe87eb2ce,Эта функция не активна для этого ваучера
appcheckorderstatus_dfcd44bdec4088a7597f5a3d85c6d5bf,Невозможно загрузить телегу
appcheckorderstatus_430328c36edf7e197527273c216533a2,Заказать созданный этим корзину
appcheckorderstatus_a00acc9b49d721d1e3006715a0ce7014,Адрес электронной почты не является действительным
appcheckorderstatus_dcf951059ca444f87d296d3b192783e6,Клиент с этой электронной почты не существует
appcheckout_3f324964e384daea4b317e5f179016df,Идентификатор корзины отсутствует
appcheckout_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appcheckout_694e8d1f2ee056f98ee488bdc4982d73,Количество
appcheckout_63d5049791d9d79d86e9a108b0a999ca,Ссылка
appcheckout_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appcheckout_da7a26ae7679cdec15e19468cdc4c66d,Корзина информация успешно загружена
appcheckout_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appcheckout_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appcheckout_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appcheckout_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appcheckout_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appcheckout_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appcheckout_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appcheckout_f633584ed6ab75aa538bdf7c9269aac1,(Стоимость
appcheckout_a00acc9b49d721d1e3006715a0ce7014,Адрес электронной почты не является действительным
appcheckout_dcf951059ca444f87d296d3b192783e6,Клиент с этой электронной почты не существует
appcheckout_04f20f929ad93c8a94dbf706e05a9bd6,Не удалось получить данные адреса доставка
appcheckout_700c53d8cec1b1e9cf6c247944126166,При обновлении телеги произошла ошибка.
appcheckout_78c46e5c6e68799668e5b0af361e8e5d,Там нет носителей, которые доставляют к некоторым адресам вы выбрали.
appcheckout_3ce77aba56f064e8e177a01a7d88d415,Там нет носителей, которые доставляют по одному адресу вы выбрали.
appcheckout_d049e05d0babc4c1643c4b36397be24d,Там нет носителей, которые доставляют по адресу выбранного вами.
appcheckout_51dfe3dfbcd0ea5974aba6663a660a2b,Нет доставки Метод Требуемое
appcheckout_b24ce0cd392a5b0b8dedc66c25213594,Свободно
appcheckout_6e15f72a51837e528df003792a367360,Нет Способ доставки В наличии
appcheckout_e01c4498102e120635a233f6ece469da,Не удалось получить данные адреса Billing
appcore_453584dcf31a45f1a2285e736091ab88,Мобильный модуль App отключен.
appcore_eef6d0bfb2baac0933acaeb8386f3bf3,Мобильный модуль приложения является либо неактивен или не установлено.
appcore_de0d079814594c9a07785c5433b7830f,Не удалось получить список продуктов
appcreateorder_3f324964e384daea4b317e5f179016df,Идентификатор корзины отсутствует
appcreateorder_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appcreateorder_a00acc9b49d721d1e3006715a0ce7014,Адрес электронной почты не является действительным
appcreateorder_dcf951059ca444f87d296d3b192783e6,Клиент с этой электронной почты не существует
appcreateorder_04d56d3845162acfb694a4a9e43652d2,Может \ 'т загрузки Статус заказа
appcreateorder_bd46744c55c6dcf066dd125fedf954a6,Безопасный ключ не соответствует
appcreateorder_cd53515e3ac8aaa8cbef5e3d66d934e1,CartRule используется в этой корзине не является действительным, и был отозван из корзины
appcreateorder_9056f5dba2507645e07d0c7b55c74c90,Корзина пуста.
appcreateorder_f7328eec8ea840e9eeafae3766e4bca9,Адрес доставки страна не является активной.
appcreateorder_21117dd42fc79f46a81ccb5f7d66c460,Заказ не может быть создан
appcreateorder_a6addeb40ed0462485e6e95ba6def81f,Ошибка в платежном поручении экономии
appcreateorder_845c771e8459c46db334e5ad7bbad9b8,Заказ успешно создан
appcreateorder_b08d3867be98e6fff3233cd40ab8134a,Создание заказа не удалось
appcreateorder_43423b4056880b08f2c9aa50d8670531,Корзина не может быть загружена или заказ уже сделан, используя эту тележку
appforgotpassword_e267e2be02cf3e29f4ba53b5d97cf78a,Неверный адрес электронной почты.
appforgotpassword_b51cb75f23091c0f98bea54ae7615080,Там нет зарегистрированных по этому адресу электронной почты учетной записи.
appforgotpassword_194496a52d41fba1c9e6140c4eb34f83,Вы не можете восстанавливать пароль для этой учетной записи.
appforgotpassword_922dc0515643fb69585b67281692644a,Вы можете регенерировать ваш пароль только каждый% d минуту (ы)
appforgotpassword_62a0ad9b46a5eed332c032b0c11ce07a,Письмо с подтверждением отправлено на ваш адрес:
appforgotpassword_6e2fc94479ac0c63543886a235e3370c,При отправке электронной почты произошла ошибка.
appforgotpassword_ea3729ee448ef1d87bd298843f658749,Параметр электронной почты не установлен
appgetaddressdetails_69fb27bd2e44f47a9ae98aa1695df278,Невозможно загрузить адрес
appgetaddressdetails_c462960a6bd53db34f778d0562703ad3,Номер НДС
appgetaddressdetails_b60bb13a87fe3ae5463aeb0980a5a8a1,Идентификационный номер
appgetaddressdetails_e4eb5dadb6ee84c5c55a8edf53f6e554,Zip / Почтовый индекс
appgetaddressdetails_20db0bfeecd8fe60533206a2b5e9891a,Имя
appgetaddressdetails_8d3f5eff9c40ee315d452392bed5309b,Фамилия
appgetaddressdetails_dd7bf230fde8d4836917806aff6a6b27,Адрес
appgetaddressdetails_846a54955f32846032981f8fe48c35ff,Адресная строка 2)
appgetaddressdetails_57d056ed0984166336b7879c2af3657f,город
appgetaddressdetails_59716c97497eb9694541f7c3d37b1a4d,Страна
appgetaddressdetails_46a2a41cc6e552044816a2d04634545d,государственный
appgetaddressdetails_1c76cbfe21c6f44c1d1e59d54f3e4420,Компания
appgetaddressdetails_fe66abce284ec8589e7d791185b5c442,Домашний телефон
appgetaddressdetails_41c2fff4867cc204120f001e7af20f7a,Мобильный телефон
appgetaddressdetails_0f68b904e33d9ac04605aecc958bcf52,Дополнительная информация
appgetaddressdetails_711ccfcebd3f316fa55e127061a1044a,название Адрес
appgetaddressdetails_37e084acb152f3e6a5877f861e08819e,Адрес успешно загружен
appgetaddressform_c462960a6bd53db34f778d0562703ad3,Номер НДС
appgetaddressform_b60bb13a87fe3ae5463aeb0980a5a8a1,Идентификационный номер
appgetaddressform_e4eb5dadb6ee84c5c55a8edf53f6e554,Zip / Почтовый индекс
appgetaddressform_20db0bfeecd8fe60533206a2b5e9891a,Имя
appgetaddressform_8d3f5eff9c40ee315d452392bed5309b,Фамилия
appgetaddressform_dd7bf230fde8d4836917806aff6a6b27,Адрес
appgetaddressform_846a54955f32846032981f8fe48c35ff,Адресная строка 2)
appgetaddressform_57d056ed0984166336b7879c2af3657f,город
appgetaddressform_59716c97497eb9694541f7c3d37b1a4d,Страна
appgetaddressform_46a2a41cc6e552044816a2d04634545d,государственный
appgetaddressform_1c76cbfe21c6f44c1d1e59d54f3e4420,Компания
appgetaddressform_fe66abce284ec8589e7d791185b5c442,Домашний телефон
appgetaddressform_41c2fff4867cc204120f001e7af20f7a,Мобильный телефон
appgetaddressform_0f68b904e33d9ac04605aecc958bcf52,Дополнительная информация
appgetaddressform_711ccfcebd3f316fa55e127061a1044a,название Адрес
appgetaddressform_958a1c94f27df673dc5b258b2b0cc528,Невозможно получить государство для Страны
appgetaddressform_69fb27bd2e44f47a9ae98aa1695df278,Невозможно загрузить адрес
appgetaddressform_37e084acb152f3e6a5877f861e08819e,Адрес успешно загружен
appgetcartdetails_08d0d87bfba2d0c58c04494fc2143cad,Сожалею. Идентификатор корзины отсутствует
appgetcartdetails_56ca67fde405db4d75fb5fc3350db81b,Сожалею. Мы не можем подтвердить ваш заказ.
appgetcartdetails_b22604f6ddd3fb79ff38568a5a0141e0,Некоторые элементы не больше не доступны, и мы не можем подтвердить ваш заказ.
appgetcartdetails_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appgetcartdetails_694e8d1f2ee056f98ee488bdc4982d73,Количество
appgetcartdetails_6665e3761028c84e1d228de3432229ed,SKU
appgetcartdetails_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appgetcartdetails_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appgetcartdetails_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appgetcartdetails_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appgetcartdetails_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appgetcartdetails_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appgetcartdetails_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appgetcartdetails_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appgetcartdetails_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appgetcategorydetails_b22529647cbe4f4d260f349baec9d630,Категория идентификатор отсутствует
appgetcategorydetails_bd964ff97bc91ddd97289acc711b84f9,Критерий поиска отсутствует
appgetcustomeraddress_a00acc9b49d721d1e3006715a0ce7014,Адрес электронной почты не является действительным
appgetcustomeraddress_18dc0570e2b85b76ff5773027fd75248,Клиент не существует для этого адреса электронной почты.
appgetfilters_b22529647cbe4f4d260f349baec9d630,Категория идентификатор отсутствует
appgetfilters_bd964ff97bc91ddd97289acc711b84f9,Критерий поиска отсутствует
appgethome_cf75826aa860140d05ad30996cf175e8,Лучшие Sliders
appgethome_2d9b9a764fb0be4be10e1b2fce63f561,ползунок
appgethome_7c0ad572fae721669da32e4ef439c1b4,Лучшие баннеры
appgethome_6ff29916f99fff9d2494d28e721ae77e,Баннер
appgethome_9a90d6756768c9c8b41e0db9a384c251,Тематические продукты
appgethome_1276c482cb32edf4fce51761a9792716,Специальные продукты
appgethome_26e2d291250a79cb9d62ae299ff7fffa,Лидеры продаж продуктов
appgethome_31d26a6487e08357bd771619e894b0c6,Новые поступления
appgethome_dfcd44bdec4088a7597f5a3d85c6d5bf,Невозможно загрузить телегу
appgethome_430328c36edf7e197527273c216533a2,Заказать созданный этим корзину
appgetmobilepaymentmethods_98ce442fb183c4de4fbe7d67e056b117,Нет Способы оплаты не включен
appgetmobilepaymentmethods_5b7d532d6e7746d362b89e27cdb51a36,Нет Способы оплаты не был настроен
appgetorderdetails_a237560ece5935da47dd1c9b1cea4d19,Идентификатор заказа отсутствует
appgetorderdetails_5f34ed748b73efce4af2b84461f86d51,Невозможно загрузить детали заказа
appgetorders_ca3e85454678003dbdba2fbbb34ec11d,Невозможно загрузить историю заказа
appgetorders_a00acc9b49d721d1e3006715a0ce7014,Адрес электронной почты не является действительным
appgetorders_dcf951059ca444f87d296d3b192783e6,Клиент с этой электронной почты не существует
appgetorders_694e8d1f2ee056f98ee488bdc4982d73,Количество
appgetorders_6665e3761028c84e1d228de3432229ed,SKU
appgetproductdetails_04ed5396be771c71ecc89b3beb627684,Идентификатор продукта отсутствует
appgetproductdetails_dfbe69c6d9568ecb0e65e7b32ed92a3a,Товар не найден
appgetproductdetails_1be6f9eb563f3bf85c78b4219bf09de9,марка
appgetproductdetails_6665e3761028c84e1d228de3432229ed,SKU
appgetproductdetails_9e2941b3c81256fac10392aaca4ccfde,Состояние
appgetproductdetails_db5963a70dd965e53337043be1dcb991,Этот продукт не доступен на App, как это имеет файл поле настройки.
appgetprofile_a00acc9b49d721d1e3006715a0ce7014,Адрес электронной почты не является действительным
appgetprofile_dcf951059ca444f87d296d3b192783e6,Клиент с этой электронной почты не существует
appgetregions_958a1c94f27df673dc5b258b2b0cc528,Невозможно получить государство для Страны
appgetwishlist_ac588dbf1ea617c2628b10c2406e0ed0,Добавить в корзину Модуль либо неактивен или не установлен.
appgetwishlist_b65db11517e70558e870ea4bc6dfbf0e,Клиент с этой электронной почты не существует.
appgetwishlist_0e042db7a9a38d0d1c833dd4c141d77d,Адрес электронной почты отсутствует или недействителен.
appgetwishlist_9db509ecd7d739938fdc3dda8bc12bc9,Нет продукт найден в список желаний
appguestregistration_164b06b3d14521584edbc4dda05b220d,Укажите адрес электронной почты
appguestregistration_e267e2be02cf3e29f4ba53b5d97cf78a,Неверный адрес электронной почты.
appguestregistration_db8a6a25796eff7d9010bfe3774c2382,Счет использования этого адреса электронной почты уже зарегистрирован.
applogin_96550f206ccd1c321be787e4f1875ed4,требуется адрес электронной почты.
applogin_e267e2be02cf3e29f4ba53b5d97cf78a,Неверный адрес электронной почты.
applogin_20aedd1e6de4dcf8d115b5a7424c58d7,Необходим пароль.
applogin_e388a72d1abdd7af5f08b44ff698afbe,Неправильный пароль.
applogin_47d03b2e9a827c42170ba95d35af06d2,Ваш счёт ISN \ 'т доступны в данный момент.
applogin_802b207b05fe5cea22e11b9db804b33d,Ошибка аутентификации.
applogin_23449e6c6fb211fb8bf12eae126cf555,Логин пользователя успешно
appregisteruser_7ffc7db3c8072a468937761b9fa9583c,Invalid Имя.
appregisteruser_5226b39ad81c6d482af27920b0d532ae,Invalid Фамилия.
appregisteruser_e267e2be02cf3e29f4ba53b5d97cf78a,Неверный адрес электронной почты.
appregisteruser_e388a72d1abdd7af5f08b44ff698afbe,Неправильный пароль.
appregisteruser_0984b2c0c7aa81adae4ab22b4c39d350,Данные клиента не доступны.
appregisteruser_db8a6a25796eff7d9010bfe3774c2382,Счет использования этого адреса электронной почты уже зарегистрирован.
appregisteruser_52255315e18d82f8e728722aae90ed1e,Клиент успешно создан.
appremovedelayshipping_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appremovedelayshipping_694e8d1f2ee056f98ee488bdc4982d73,Количество
appremovedelayshipping_6665e3761028c84e1d228de3432229ed,SKU
appremovedelayshipping_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appremovedelayshipping_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appremovedelayshipping_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appremovedelayshipping_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appremovedelayshipping_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appremovedelayshipping_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appremovedelayshipping_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appremovedelayshipping_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appremovedelayshipping_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appremovegiftwrapping_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appremovegiftwrapping_694e8d1f2ee056f98ee488bdc4982d73,Количество
appremovegiftwrapping_6665e3761028c84e1d228de3432229ed,SKU
appremovegiftwrapping_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appremovegiftwrapping_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appremovegiftwrapping_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appremovegiftwrapping_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appremovegiftwrapping_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appremovegiftwrapping_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appremovegiftwrapping_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appremovegiftwrapping_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appremovegiftwrapping_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appremoveproduct_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appremoveproduct_694e8d1f2ee056f98ee488bdc4982d73,Количество
appremoveproduct_6665e3761028c84e1d228de3432229ed,SKU
appremoveproduct_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appremoveproduct_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appremoveproduct_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appremoveproduct_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appremoveproduct_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appremoveproduct_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appremoveproduct_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appremoveproduct_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appremoveproduct_824a96e60e7720c695e8c6f7abd856f4,Минимальная покупка всего% 1s требуется для подтверждения заказа, текущее общее количество составляет% 2s
appremoveproduct_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appremoveproduct_83af0c74c4cd7eef63a11d3ba7e48fda,Данные о продукте отсутствуют.
appremoveproduct_f7ac9125e391518b45badf32ca5b152b,Идентификатор продукта отсутствует.
appremoveproduct_dfbe69c6d9568ecb0e65e7b32ed92a3a,Товар не найден
appremoveproduct_0d38c90d843c787c0be14f790998210c,Вы должны добавить% d минимального количества
appremoveproduct_3a3f4a8eb22f25c672d3af4e42df7d33,Продукт успешно удален
appremovevoucher_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appremovevoucher_694e8d1f2ee056f98ee488bdc4982d73,Количество
appremovevoucher_6665e3761028c84e1d228de3432229ed,SKU
appremovevoucher_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appremovevoucher_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appremovevoucher_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appremovevoucher_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appremovevoucher_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appremovevoucher_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appremovevoucher_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appremovevoucher_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appremovevoucher_824a96e60e7720c695e8c6f7abd856f4,Минимальная покупка всего% 1s требуется для подтверждения заказа, текущее общее количество составляет% 2s
appremovevoucher_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appremovevoucher_b718489ea250655f5a6de41d6ad9539e,Ваучер успешно удален
appremovevoucher_15bddec15f9c9237c333ed66cf65baf6,Произошла ошибка при удалении ваучера
appremovewishlist_64d3e466dc798bae867ca9044b65822e,Невозможно загрузить продукт
appremovewishlist_ac588dbf1ea617c2628b10c2406e0ed0,Добавить в корзину Модуль либо неактивен или не установлен.
appremovewishlist_b65db11517e70558e870ea4bc6dfbf0e,Клиент с этой электронной почты не существует.
appremovewishlist_0e042db7a9a38d0d1c833dd4c141d77d,Адрес электронной почты отсутствует или недействителен.
appremovewishlist_956d818758e07660a5885268e15c92a9,Продукт удален из списка желаний
appreorder_56ca67fde405db4d75fb5fc3350db81b,Сожалею. Мы не можем подтвердить ваш заказ.
appreorder_b22604f6ddd3fb79ff38568a5a0141e0,Некоторые элементы не больше не доступны, и мы не можем подтвердить ваш заказ.
appreorder_1c5fea3a8662e49ee07edf2b7fd22eb5,Сожалею. Мы не можем подтвердить ваш заказ. Идентификатор заказа отсутствует
appreorder_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appreorder_694e8d1f2ee056f98ee488bdc4982d73,Количество
appreorder_6665e3761028c84e1d228de3432229ed,SKU
appreorder_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appreorder_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appreorder_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appreorder_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appreorder_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
appreorder_c6995d6cc084c192bc2e742f052a5c74,Бесплатная доставка!
appreorder_b602e0d0c6a72053d0a5be60cb2f8126,Общая налоговая
appreorder_f3547ae5e06426d87312eff7dda775aa,Итоговая цена
appreorder_824a96e60e7720c695e8c6f7abd856f4,Минимальная покупка всего% 1s требуется для подтверждения заказа, текущее общее количество составляет% 2s
appreorder_ec1f68c64fcaf8260cfacf58cd4d4af7,Воспользуйтесь нашими эксклюзивными предложениями
appsavegiftmessage_e61f52d02b9f52fbe1fd41ed320e29c3,Корзина не найдены
appsavegiftmessage_15bddec15f9c9237c333ed66cf65baf6,Произошла ошибка при удалении ваучера
appsavegiftmessage_4af3f045da697ee7929661dd4dde0242,Подарок сообщение сохранено
appsavegiftmessage_694e8d1f2ee056f98ee488bdc4982d73,Количество
appsavegiftmessage_6665e3761028c84e1d228de3432229ed,SKU
appsavegiftmessage_287234a1ff35a314b5b6bc4e5828e745,Атрибуты
appsavegiftmessage_604279a9bb5369542695f2ad9e6185ca,Общая стоимость (налог с оборота не включая.)
appsavegiftmessage_ada0f55ef37f4928c5cd970f378c15e8,Всего ваучеры
appsavegiftmessage_7c166105b10b8a6a0c0f1c6540f5cd5e,Всего подарочная упаковка
appsavegiftmessage_f4e8b53a114e5a17d051ab84d326cae5,Общая доставка
